sample_id	portion_id	month_of_creation	is_ffpe	weight	year_of_creation	LCE	bcr_portion_barcode	bcr_portion_uuid	portion_sequence	day_of_creation	portion_number
TCGA-HC-7736-01A	TCGA-HC-7736-01A-11	11	NO	33	2011		TCGA-HC-7736-01A-11	03c45c07-0f9f-461b-8051-eb1a5f101159		10	11
TCGA-KC-A7FE-01A	TCGA-KC-A7FE-01A-01	9	NO	60	2013		TCGA-KC-A7FE-01A-01	BEB2CCE6-C0AD-48B7-9F83-64D9471B0CFA	1	3	1
TCGA-EJ-5521-01A	TCGA-EJ-5521-01A-01	12	NO	24	2010		TCGA-EJ-5521-01A-01	d4c7ee88-d524-4ac5-b3e3-5c2373137d39		2	1
TCGA-XK-AAJU-01A	TCGA-XK-AAJU-01A-11	2	NO	30	2014		TCGA-XK-AAJU-01A-11	23C9F248-E702-4D63-B67E-39452A494121		14	11
TCGA-EJ-5507-01A	TCGA-EJ-5507-01A-01	12	NO	38	2010		TCGA-EJ-5507-01A-01	61ec99b5-6c75-47cc-a155-e438b070ae6a		2	1
TCGA-XK-AAJP-01A	TCGA-XK-AAJP-01A-11	2	NO	10	2014		TCGA-XK-AAJP-01A-11	A0B573E1-9848-44C1-8EC0-46B75A6D576C		13	11
TCGA-V1-A9OY-10A	TCGA-V1-A9OY-10A-01	3	NO	2	2014		TCGA-V1-A9OY-10A-01	F0CC25BE-8148-4EB1-9A70-1C63E695DE7E		3	1
TCGA-HC-7738-10A	TCGA-HC-7738-10A-01	11	NO		2011		TCGA-HC-7738-10A-01	453c94ff-7b3d-492e-bd59-4b0c1cf7934b		22	1
TCGA-EJ-5502-01A	TCGA-EJ-5502-01A-01	12	NO	38	2010		TCGA-EJ-5502-01A-01	7440d6a3-ab3e-41be-bd16-b12e8fbc04ce		2	1
TCGA-HC-A76X-10A	TCGA-HC-A76X-10A-01	10	NO	2	2013		TCGA-HC-A76X-10A-01	5D9647D2-CF8A-41E7-B063-117918ED8760	1	15	1
TCGA-CH-5740-10A	TCGA-CH-5740-10A-01	1	NO		2011		TCGA-CH-5740-10A-01	5be54106-4aad-422c-b79a-92dfb03edc50		27	1
TCGA-KK-A6E4-01A	TCGA-KK-A6E4-01A-11	5	NO	30	2013		TCGA-KK-A6E4-01A-11	CC7FC005-3677-44C8-BD8B-16469F09405A	1	23	11
TCGA-HC-A76X-01A	TCGA-HC-A76X-01A-11	8	NO	30	2013		TCGA-HC-A76X-01A-11	22A30FE6-9FB6-450F-B604-D945AC7A8843	1	21	11
TCGA-J4-A67L-10A	TCGA-J4-A67L-10A-01	5	NO	2	2013		TCGA-J4-A67L-10A-01	4BA3B01B-8AF5-499B-B5DE-12C1A88B8893	1	1	1
TCGA-ZG-A9L9-10A	TCGA-ZG-A9L9-10A-01	2	NO		2014		TCGA-ZG-A9L9-10A-01	5FA0ED36-CF0E-43DF-B6A6-3B3E33A206D0		21	1
TCGA-HC-8256-11A	TCGA-HC-8256-11A-01	4	NO	56	2012		TCGA-HC-8256-11A-01	2aa6b8f6-2dbb-45d2-8788-fc281c968d6a		6	1
TCGA-EJ-7784-01A	TCGA-EJ-7784-01A-11	11	NO	34	2011		TCGA-EJ-7784-01A-11	85137c5a-a350-4a73-9824-6201a836b609		17	11
TCGA-EJ-AB27-01A	TCGA-EJ-AB27-01A-11	3	NO	30	2014		TCGA-EJ-AB27-01A-11	349919C0-7846-41D6-AF26-45AC208A86EE		14	11
TCGA-HC-7213-10A	TCGA-HC-7213-10A-01	8	NO		2011		TCGA-HC-7213-10A-01	a1b176fc-986a-42c6-9763-61b7dcf59ebc		17	1
TCGA-EJ-A6RC-10A	TCGA-EJ-A6RC-10A-01	7	NO	2	2013		TCGA-EJ-A6RC-10A-01	008F7FE4-0A01-4F88-AB9E-B639D2E77BE6	1	17	1
TCGA-HC-7744-01A	TCGA-HC-7744-01A-11	11	NO	40	2011		TCGA-HC-7744-01A-11	e991cf89-e787-4a71-8bd5-85cfa162f8bb		10	11
TCGA-ZG-A8QY-10A	TCGA-ZG-A8QY-10A-01	11	NO		2013		TCGA-ZG-A8QY-10A-01	70AA3208-FE43-4967-A180-A67C7DE286CF		29	1
TCGA-CH-5744-01A	TCGA-CH-5744-01A-11	1	NO	33	2011		TCGA-CH-5744-01A-11	502adc1a-4ac4-44c1-a029-51435fb2bd70		13	11
TCGA-EJ-5514-10A	TCGA-EJ-5514-10A-01	12	NO		2010		TCGA-EJ-5514-10A-01	f9848ef3-f290-41cd-a892-be5071a6ddef		21	1
TCGA-EJ-7786-10A	TCGA-EJ-7786-10A-01	12	NO		2011		TCGA-EJ-7786-10A-01	0f9bb945-70a3-494d-95a3-f2339b246ad5		13	1
TCGA-YL-A8SJ-10A	TCGA-YL-A8SJ-10A-01	12	NO		2013		TCGA-YL-A8SJ-10A-01	831F4B77-B41C-4198-BE8C-B21751E3B897		3	1
TCGA-TP-A8TT-01A	TCGA-TP-A8TT-01A-12	12	NO	10	2013		TCGA-TP-A8TT-01A-12	32547D0B-116A-4C5F-855C-6106D1CCA4B9		12	12
TCGA-XJ-A83F-10A	TCGA-XJ-A83F-10A-01	10	NO		2013		TCGA-XJ-A83F-10A-01	8DD4685D-153E-40DF-9285-EDF891747A01	1	17	1
TCGA-ZG-A9LB-10A	TCGA-ZG-A9LB-10A-01	2	NO		2014		TCGA-ZG-A9LB-10A-01	5C9ADC2A-BA44-469F-93A8-3B447E475E5C		21	1
TCGA-J4-AATZ-10A	TCGA-J4-AATZ-10A-01	2	NO	2	2014		TCGA-J4-AATZ-10A-01	C2B48555-5137-4D3C-B11F-A0E5EB8B9BD8		21	1
TCGA-EJ-AB20-10A	TCGA-EJ-AB20-10A-01	3	NO	2	2014		TCGA-EJ-AB20-10A-01	F2588FB3-2EE2-45C2-A333-E5FCF35FDC45		17	1
TCGA-G9-7523-01A	TCGA-G9-7523-01A-11	10	NO	28	2011		TCGA-G9-7523-01A-11	39be5901-b342-419e-91eb-fe525fb90e62		6	11
TCGA-J9-A8CP-10A	TCGA-J9-A8CP-10A-01	11	NO	2	2013		TCGA-J9-A8CP-10A-01	6F4A65D4-1F0D-417A-8A3C-DC2C02D2046D	1	22	1
TCGA-V1-A9ZK-10A	TCGA-V1-A9ZK-10A-01	4	NO	2	2014		TCGA-V1-A9ZK-10A-01	8E2CE806-C675-443C-BB05-DC2775B52770		3	1
TCGA-CH-5766-11A	TCGA-CH-5766-11A-01	1	NO	31	2011		TCGA-CH-5766-11A-01	195e195d-6572-4034-b1f0-e87306e3651e		12	1
TCGA-KK-A5A1-11A	TCGA-KK-A5A1-11A-12	1	NO	20	2013		TCGA-KK-A5A1-11A-12	5BD35F31-C9DC-4C0F-B407-9A13EBF52406	1	29	12
TCGA-EJ-7797-11A	TCGA-EJ-7797-11A-01	11	NO	70	2011		TCGA-EJ-7797-11A-01	6ba47329-b7c0-4f30-9775-2a2b7fbdba86		17	1
TCGA-HC-8265-11A	TCGA-HC-8265-11A-01	4	NO	70	2012		TCGA-HC-8265-11A-01	e545b686-bfd2-4760-9cfc-2954ebd8135a		6	1
TCGA-M7-A724-01A	TCGA-M7-A724-01A-12	8	NO	30	2013		TCGA-M7-A724-01A-12	A7E13E05-2804-4CC5-A951-6F9695E71D61	1	8	12
TCGA-VN-A88R-10B	TCGA-VN-A88R-10B-01	11	NO	2	2013		TCGA-VN-A88R-10B-01	50C2BADF-1A8C-4638-AE86-B3079FB2BE68	1	27	1
TCGA-EJ-A65E-10A	TCGA-EJ-A65E-10A-01	4	NO	2	2013		TCGA-EJ-A65E-10A-01	D54BDB7D-80C5-439D-A5CC-5939B88F34E1	1	22	1
TCGA-HC-7752-01A	TCGA-HC-7752-01A-11	11	NO	19	2011		TCGA-HC-7752-01A-11	1c84a7b1-e2b3-41e7-ac3a-85e70cb18e34		10	11
TCGA-CH-5744-10A	TCGA-CH-5744-10A-01	1	NO		2011		TCGA-CH-5744-10A-01	1f6c7604-9ac6-4101-a8f9-8965e6ae8273		27	1
TCGA-HC-A632-01A	TCGA-HC-A632-01A-11	4	NO	30	2013		TCGA-HC-A632-01A-11	5E4BE830-439B-46AF-B127-AF209870A1B8	1	12	11
TCGA-CH-5771-11A	TCGA-CH-5771-11A-01	1	NO	32	2011		TCGA-CH-5771-11A-01	e1af1c00-51e7-4ece-8de3-42225c0a906b		12	1
TCGA-KK-A6E5-01A	TCGA-KK-A6E5-01A-11	5	NO	30	2013		TCGA-KK-A6E5-01A-11	085EE64C-4F16-44AB-A686-448FA64C9B02	1	23	11
TCGA-V1-A8WL-10A	TCGA-V1-A8WL-10A-01	1	NO	2	2014		TCGA-V1-A8WL-10A-01	DAAB682D-A82B-47C3-8019-4B1AADA9D55C		13	1
TCGA-Y6-A8TL-01A	TCGA-Y6-A8TL-01A-21	1	NO	30	2014		TCGA-Y6-A8TL-01A-21	7B576F49-4C38-44A4-9EC6-A7243DF7CCD2		14	21
TCGA-EJ-7115-01A	TCGA-EJ-7115-01A-11	12	NO	25	2011		TCGA-EJ-7115-01A-11	bf484002-937c-4174-949f-12efe4cd9983		1	11
TCGA-YL-A8HM-10A	TCGA-YL-A8HM-10A-01	11	NO		2013		TCGA-YL-A8HM-10A-01	6BCD27F6-33AF-427A-9AB7-32B72E80C2CE	1	13	1
TCGA-KK-A8IL-11A	TCGA-KK-A8IL-11A-11	11	NO	30	2013		TCGA-KK-A8IL-11A-11	F95D07DD-9782-4A88-A42E-07DB4AEBC0FC	1	26	11
TCGA-J4-A6G1-10A	TCGA-J4-A6G1-10A-01	6	NO	2	2013		TCGA-J4-A6G1-10A-01	086E50AD-3968-47BA-BB95-E3E14B416FC3	1	4	1
TCGA-EJ-5518-01A	TCGA-EJ-5518-01A-01	12	NO	36	2010		TCGA-EJ-5518-01A-01	19543ccd-cd3d-420e-840f-7cc2fcd6e80c		2	1
TCGA-EJ-A7NJ-10A	TCGA-EJ-A7NJ-10A-01	9	NO	2	2013		TCGA-EJ-A7NJ-10A-01	0A9422B9-B938-4463-BD67-32EBFEEF2428	1	19	1
TCGA-G9-6384-10A	TCGA-G9-6384-10A-01	3	NO		2011		TCGA-G9-6384-10A-01	78ada82c-781e-4bf5-9f4e-64c5021cb652		11	1
TCGA-CH-5764-11A	TCGA-CH-5764-11A-01	1	NO	30	2011		TCGA-CH-5764-11A-01	51bc5d2d-b9dc-4dba-be7a-2d329d20166b		12	1
TCGA-HC-A632-10A	TCGA-HC-A632-10A-01	4	NO	2	2013		TCGA-HC-A632-10A-01	AA093A2B-ABEC-4A99-AED8-E5D98B64B619	1	15	1
TCGA-HC-7821-10A	TCGA-HC-7821-10A-01	12	NO		2011		TCGA-HC-7821-10A-01	b3011952-4a68-43bd-8a38-de28a3aa4855		1	1
TCGA-H9-7775-10A	TCGA-H9-7775-10A-01	12	NO		2011		TCGA-H9-7775-10A-01	3d91362b-ca85-445d-becd-a727f03f2ca7		13	1
TCGA-EJ-8474-10A	TCGA-EJ-8474-10A-01	6	NO		2012		TCGA-EJ-8474-10A-01	0da60c5c-8df1-4e7e-bab8-bc57d1c1995d		27	1
TCGA-EJ-5510-10A	TCGA-EJ-5510-10A-01	12	NO		2010		TCGA-EJ-5510-10A-01	4b1abae4-b53c-4de6-a02a-9039dff39ee0		21	1
TCGA-HC-7075-10A	TCGA-HC-7075-10A-01	7	NO		2011		TCGA-HC-7075-10A-01	50071877-f470-4f45-a06a-9397111e818d		14	1
TCGA-XJ-A83H-10A	TCGA-XJ-A83H-10A-01	10	NO		2013		TCGA-XJ-A83H-10A-01	CE14DA70-FFA4-4DF2-8C00-19457531E9DC	1	17	1
TCGA-ZG-A9LM-01A	TCGA-ZG-A9LM-01A-11	3	NO	30	2014		TCGA-ZG-A9LM-01A-11	7ED73257-1FA6-4DB5-8743-65E9C00C3A32		11	11
TCGA-YL-A9WX-01A	TCGA-YL-A9WX-01A-21	1	NO	30	2014		TCGA-YL-A9WX-01A-21	764FE4F9-EE21-4D43-A920-B456F5076868		23	21
TCGA-TK-A8OK-10A	TCGA-TK-A8OK-10A-01	12	NO	2	2013		TCGA-TK-A8OK-10A-01	036380EB-B032-49F7-9EE8-1A15E05FD3E6		30	1
TCGA-KC-A4BO-01A	TCGA-KC-A4BO-01A-61	10	NO	30	2012		TCGA-KC-A4BO-01A-61	04E9E095-3FD0-4FB9-A5F6-54BDB15C2726	6	18	61
TCGA-YL-A9WL-10A	TCGA-YL-A9WL-10A-01	1	NO		2014		TCGA-YL-A9WL-10A-01	31D4AC1A-DC70-4ACC-9B79-15FEDD91C49C		14	1
TCGA-EJ-7123-11A	TCGA-EJ-7123-11A-01	7	NO	57	2011		TCGA-EJ-7123-11A-01	3b662270-77b8-4c72-b1de-8ecdaaf60c34		25	1
TCGA-HC-7819-10A	TCGA-HC-7819-10A-01	12	NO		2011		TCGA-HC-7819-10A-01	7dbb9490-f3c1-4782-b6b5-970e6cd0e22e		1	1
TCGA-HC-8258-01A	TCGA-HC-8258-01A-11	4	NO	34	2012		TCGA-HC-8258-01A-11	86f9ae06-7c97-49a8-98a3-20be63b29f0b		6	11
TCGA-YJ-A8SW-01A	TCGA-YJ-A8SW-01A-11	12	NO	30	2013		TCGA-YJ-A8SW-01A-11	FB283431-E98B-411F-96B3-372DA310498D		30	11
TCGA-HC-7230-01A	TCGA-HC-7230-01A-11	8	NO	23	2011	LCE	TCGA-HC-7230-01A-11	c89436f9-8fb1-413e-811b-e709685cb91b		29	11
TCGA-EJ-5532-01A	TCGA-EJ-5532-01A-01	12	NO	30	2010		TCGA-EJ-5532-01A-01	5852974c-33e8-4efa-bf60-5f11a869f4b2		2	1
TCGA-KK-A8ID-11A	TCGA-KK-A8ID-11A-12	11	NO	15	2013		TCGA-KK-A8ID-11A-12	4EE82D1B-77AF-420C-9D7F-F9157166F4F6	2	25	12
TCGA-XQ-A8TB-01A	TCGA-XQ-A8TB-01A-11	12	NO	30	2013		TCGA-XQ-A8TB-01A-11	063C01DC-FFFB-437C-821D-69BBAE0433A4		17	11
TCGA-HC-A6HX-01A	TCGA-HC-A6HX-01A-11	6	NO	30	2013		TCGA-HC-A6HX-01A-11	CF6CAC7E-1B67-4C63-8E9C-A1581F530490	1	19	11
TCGA-CH-5743-01A	TCGA-CH-5743-01A-21	1	NO	32	2011		TCGA-CH-5743-01A-21	f279ff77-360b-487c-8345-af2e1b3b0d3b		13	21
TCGA-EJ-7783-10A	TCGA-EJ-7783-10A-01	12	NO		2011		TCGA-EJ-7783-10A-01	13296661-87a5-4905-9a29-5778475ca0ec		13	1
TCGA-HI-7171-10A	TCGA-HI-7171-10A-01	7	NO		2011		TCGA-HI-7171-10A-01	89f07e47-6cb6-4e1c-8944-59a64fbaef32		29	1
TCGA-EJ-5519-10A	TCGA-EJ-5519-10A-01	12	NO		2010		TCGA-EJ-5519-10A-01	ab2b6736-870a-4186-98bb-a6050d73487f		21	1
TCGA-KK-A59V-01A	TCGA-KK-A59V-01A-11	3	NO	30	2013		TCGA-KK-A59V-01A-11	61513295-329E-4162-9741-79DCD76783C9	1	18	11
TCGA-KK-A59Y-11A	TCGA-KK-A59Y-11A-11	12	NO	30	2012		TCGA-KK-A59Y-11A-11	FD17D5D7-A544-4813-A9D1-D2CC5D872BFF	1	21	11
TCGA-KC-A4BN-10A	TCGA-KC-A4BN-10A-01	9	NO		2012		TCGA-KC-A4BN-10A-01	4ED34622-25DC-4297-9BE4-E1B125618A47	1	21	1
TCGA-XK-AAIV-10A	TCGA-XK-AAIV-10A-01	2	NO	2	2014		TCGA-XK-AAIV-10A-01	00382DA0-4BCF-4B45-9C69-D053FE2B0757		18	1
TCGA-V1-A8MG-01A	TCGA-V1-A8MG-01A-11	12	NO	30	2013		TCGA-V1-A8MG-01A-11	D6BEAE77-1ABD-4202-B1F3-0275A764509E	1	5	11
TCGA-V1-A8WS-10A	TCGA-V1-A8WS-10A-01	1	NO	300	2014		TCGA-V1-A8WS-10A-01	5F034A06-9BC9-4B6F-9D4B-4F95CFF8BFE4		14	1
TCGA-HC-7737-01A	TCGA-HC-7737-01A-11	11	NO	42	2011		TCGA-HC-7737-01A-11	9489f73f-80db-4265-8548-6d9c3c3a6b92		10	11
TCGA-EJ-7785-11A	TCGA-EJ-7785-11A-01	11	NO	55	2011		TCGA-EJ-7785-11A-01	f91b043c-d9db-423b-b769-6d5f4f562048		17	1
TCGA-HC-8258-10A	TCGA-HC-8258-10A-01	4	NO		2012		TCGA-HC-8258-10A-01	c33b2eb1-f5f5-4992-8479-fdfa756fe2ad		11	1
TCGA-HC-7740-01B	TCGA-HC-7740-01B-04	6	YES		2012		TCGA-HC-7740-01B-04	006b3ed2-f301-4034-b774-ccca61933734		12	4
TCGA-ZG-A8QW-01A	TCGA-ZG-A8QW-01A-11	12	NO	30	2013		TCGA-ZG-A8QW-01A-11	D2FEEF3B-A5E8-4C5D-A34D-F262DC8F6B32		12	11
TCGA-J4-AATZ-01A	TCGA-J4-AATZ-01A-11	2	NO	30	2014		TCGA-J4-AATZ-01A-11	F65E7EF0-7564-4FF7-8EE9-054DF90CF892		20	11
TCGA-EJ-7788-01A	TCGA-EJ-7788-01A-11	11	NO	35	2011		TCGA-EJ-7788-01A-11	30b3a92c-8a5c-4adc-9646-36b3962d2b99		17	11
TCGA-KK-A8IF-01A	TCGA-KK-A8IF-01A-11	11	NO	30	2013		TCGA-KK-A8IF-01A-11	430BE6EB-7BEB-4861-824F-FD5FB67E076D	1	27	11
TCGA-CH-5746-10A	TCGA-CH-5746-10A-01	1	NO		2011		TCGA-CH-5746-10A-01	85d39220-7c10-4d2c-a314-d49e8250dc17		27	1
TCGA-HC-A8CY-10A	TCGA-HC-A8CY-10A-01	12	NO	2	2013		TCGA-HC-A8CY-10A-01	EC589916-B267-46B5-9A3F-1F8EFB99F3A5		6	1
TCGA-TP-A8TV-10A	TCGA-TP-A8TV-10A-01	1	NO	2	2014		TCGA-TP-A8TV-10A-01	A3539179-41DF-4FAD-81D0-A50303BB51EF		13	1
TCGA-KK-A7B4-01A	TCGA-KK-A7B4-01A-11	8	NO	30	2013		TCGA-KK-A7B4-01A-11	965ED2E1-4BA2-4E27-9A5A-06F731850E07	1	26	11
TCGA-KK-A8I9-01A	TCGA-KK-A8I9-01A-11	11	NO	30	2013		TCGA-KK-A8I9-01A-11	3E2A0EAB-7D89-4F3C-9C0E-8942E53D3C45	1	25	11
TCGA-EJ-8468-01A	TCGA-EJ-8468-01A-21	6	NO	40	2012		TCGA-EJ-8468-01A-21	9915dc3a-da9e-4351-b9f8-c0e340787d48		8	21
TCGA-KK-A7B1-11A	TCGA-KK-A7B1-11A-12	8	NO	30	2013		TCGA-KK-A7B1-11A-12	2AC636C6-352A-4EC6-8B50-1744085FD41A	1	26	12
TCGA-G9-7522-01A	TCGA-G9-7522-01A-11	10	NO	27	2011		TCGA-G9-7522-01A-11	86920385-7bdf-4fa9-be03-c55b21d4770a		6	11
TCGA-KK-A8IA-11A	TCGA-KK-A8IA-11A-11	11	NO	30	2013		TCGA-KK-A8IA-11A-11	1A8B1648-4397-4E2D-8011-AD27034F7954	1	25	11
TCGA-V1-A9ZG-10A	TCGA-V1-A9ZG-10A-01	4	NO	2	2014		TCGA-V1-A9ZG-10A-01	77290B6C-D3A9-4C4F-8972-255947B50391		1	1
TCGA-V1-A8X3-01A	TCGA-V1-A8X3-01A-11	12	NO	30	2013		TCGA-V1-A8X3-01A-11	9052ACAE-BA14-453A-8709-31DC575F1B3C		31	11
TCGA-CH-5761-11A	TCGA-CH-5761-11A-01	1	NO	39	2011		TCGA-CH-5761-11A-01	4cb5e5b3-1d62-47b5-beb8-c9cae8c04b09		12	1
TCGA-KK-A7B3-01A	TCGA-KK-A7B3-01A-11	8	NO	30	2013		TCGA-KK-A7B3-01A-11	C4706E90-742F-4C23-B5E4-3DBF37126F46	1	26	11
TCGA-HC-7213-01A	TCGA-HC-7213-01A-11	8	NO	33	2011		TCGA-HC-7213-01A-11	94134668-70ae-4d27-ad1a-7aded7912193		12	11
TCGA-KK-A59V-11A	TCGA-KK-A59V-11A-11	3	NO	30	2013		TCGA-KK-A59V-11A-11	A85255D7-6474-4D3E-B480-B0F66BF187B9	1	18	11
